ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_kg,Arrived_on_Time,Weight_Category
1664,F,Ship,5,5,224,8,low,F,48,2.6,1,Medium
1665,A,Ship,3,5,204,3,low,F,45,2.5,1,Medium
1666,B,Ship,5,2,266,7,low,M,40,2.3,1,Medium
1667,C,Ship,4,5,268,3,low,F,59,2.1,1,Medium
1668,F,Ship,4,5,267,4,low,M,20,3.1,1,Medium
1669,D,Ship,3,5,223,4,low,F,46,3.9,1,Medium
1670,F,Ship,5,5,164,5,low,M,52,1.6,1,Light
1671,A,Ship,4,2,209,4,low,F,10,3.4,1,Medium
1672,B,Ship,3,2,192,3,low,F,19,3.2,1,Medium
1673,C,Ship,3,2,260,3,medium,M,52,2.9,1,Medium
1674,F,Ship,2,1,137,5,medium,F,3,1,1,Light
1675,D,Ship,3,3,267,2,low,M,18,2.4,1,Medium
1676,F,Ship,3,3,111,3,medium,M,54,1.7,1,Light
1677,A,Ship,3,4,240,2,medium,F,2,3.7,1,Medium
1678,B,Ship,5,1,234,3,medium,M,40,3.3,1,Medium
1679,C,Ship,4,2,190,2,medium,M,37,2.6,1,Medium
1680,F,Ship,5,2,265,2,high,M,24,2.4,1,Medium
1681,D,Ship,3,4,189,3,medium,F,37,3.5,1,Medium
1682,F,Ship,2,1,121,3,medium,M,25,1.1,1,Light
1683,A,Ship,4,3,101,6,low,M,37,1.3,1,Light
1684,B,Ship,3,3,250,3,medium,M,9,2.8,1,Medium
1685,C,Ship,4,2,247,3,medium,F,64,2.2,1,Medium
1686,F,Ship,4,4,162,3,medium,M,41,1.1,1,Light
1687,D,Ship,2,2,219,3,low,F,56,3.6,1,Medium
1688,F,Ship,5,1,258,2,medium,F,48,3.7,1,Medium
1689,A,Ship,5,4,221,2,low,F,59,3.4,1,Medium
1690,B,Ship,2,4,137,3,high,F,41,1.2,1,Light
1691,C,Ship,3,4,174,2,medium,M,51,1.4,1,Light
1692,F,Ship,4,2,189,3,medium,M,6,3.7,1,Medium
1693,D,Ship,4,4,212,4,medium,F,2,3.8,1,Medium
1694,F,Ship,6,1,183,2,low,M,57,4,1,Heavy
1695,A,Ship,3,1,180,2,low,M,26,1.7,1,Light
1696,B,Ship,5,5,150,5,medium,F,61,1.1,1,Light
1697,C,Ship,4,3,246,3,medium,F,52,2.4,1,Medium
1698,F,Ship,3,2,263,3,high,F,44,3.8,1,Medium
1699,D,Ship,4,4,204,2,low,M,29,2.9,1,Medium
1700,F,Ship,3,2,223,4,low,F,20,4,1,Heavy
1701,A,Ship,3,3,193,2,low,F,60,2.6,1,Medium
1702,B,Ship,3,1,138,3,low,F,41,1.9,1,Light
1703,C,Ship,5,2,188,3,medium,F,50,4,1,Heavy
1704,F,Ship,4,3,201,3,low,F,46,3.6,1,Medium
1705,D,Ship,3,3,245,2,medium,F,16,2.6,1,Medium
1706,F,Ship,3,2,262,3,low,M,54,3.2,1,Medium
1707,A,Ship,4,4,147,5,medium,F,33,1.9,1,Light
1708,B,Ship,3,1,254,3,medium,F,35,3,1,Medium
1709,C,Ship,4,2,213,4,low,F,37,2.2,1,Medium
1710,F,Ship,3,3,152,2,low,M,32,1.7,1,Light
1711,D,Ship,4,1,227,3,low,M,54,4,1,Heavy
1712,F,Ship,2,5,206,3,low,F,46,2.9,1,Medium
1713,A,Ship,3,4,242,5,low,M,5,2.3,1,Medium
1714,B,Ship,4,2,200,3,medium,M,45,2.5,1,Medium
1715,C,Ship,4,1,142,2,low,M,26,1.7,1,Light
1716,F,Ship,3,3,275,3,low,F,61,2.1,1,Medium
1717,D,Ship,6,1,222,5,medium,M,26,3.1,1,Medium
1718,F,Ship,3,1,101,2,medium,F,56,1.2,1,Light
1719,A,Ship,4,5,178,3,high,M,22,1.9,1,Light
1720,B,Ship,3,2,243,3,medium,M,31,3.9,1,Medium
1721,C,Ship,2,1,177,4,low,M,63,1.1,1,Light
1722,F,Ship,3,2,270,3,medium,M,31,2.4,1,Medium
1723,D,Ship,5,3,186,4,medium,F,11,3.7,1,Medium
1724,F,Ship,5,3,133,4,medium,F,29,1.1,1,Light
1725,A,Ship,3,2,263,4,medium,M,8,2.6,1,Medium
1726,B,Ship,5,3,248,3,medium,M,4,2.2,1,Medium
1727,C,Ship,5,2,150,3,medium,M,63,1.8,1,Light
1728,F,Ship,3,4,203,4,medium,M,46,3.6,1,Medium
1729,D,Ship,2,3,249,2,low,M,1,2.9,1,Medium
1730,F,Ship,3,3,238,3,medium,M,54,2.9,1,Medium
1731,A,Ship,5,3,181,4,medium,F,32,3.9,1,Medium
1732,B,Ship,3,3,138,4,low,M,56,1.4,1,Light
1733,C,Ship,4,3,139,3,medium,F,47,1.3,1,Light
1734,F,Ship,2,3,192,2,low,F,31,2.6,1,Medium
1735,D,Ship,5,4,241,3,medium,M,40,3.5,1,Medium
1736,F,Ship,3,2,188,3,low,F,33,3.3,1,Medium
1737,A,Ship,6,1,278,2,medium,F,12,2.1,1,Medium
1738,B,Ship,4,1,144,2,high,M,35,1.1,1,Light
1739,C,Ship,4,5,208,2,medium,M,33,2.2,1,Medium
1740,F,Ship,3,2,208,2,low,M,41,2,1,Medium
1741,D,Ship,4,3,210,3,medium,M,11,2.7,1,Medium
1742,F,Ship,3,3,237,3,medium,M,47,3.6,1,Medium
1743,A,Ship,4,4,192,3,low,F,25,2.4,1,Medium
1744,B,Ship,6,2,143,5,low,M,17,2,1,Medium
1745,C,Ship,3,1,234,3,high,F,60,2.6,1,Medium
1746,F,Ship,4,5,147,2,low,M,17,1.1,1,Light
1747,D,Ship,5,1,226,2,low,M,18,2.6,1,Medium
1748,F,Ship,4,5,263,2,low,M,62,2.3,1,Medium
1749,A,Ship,4,1,147,3,low,M,11,1.4,1,Light
1750,B,Ship,3,1,174,4,low,M,18,1.1,1,Light
1751,C,Ship,3,1,142,4,low,M,4,1.6,1,Light
1752,F,Ship,4,4,136,3,low,M,6,1.9,1,Light
1753,D,Ship,3,1,192,3,medium,M,35,2.3,1,Medium
1754,F,Ship,3,2,184,5,high,F,26,3.3,1,Medium
1755,A,Road,6,5,260,4,high,M,10,2.8,1,Medium
1756,B,Road,5,3,160,3,high,M,25,2,1,Medium
1757,C,Road,3,1,262,2,low,F,28,2.9,1,Medium
1758,F,Road,4,3,217,3,low,M,51,3.1,1,Medium
1759,D,Road,3,2,267,5,low,F,48,2.6,1,Medium
1760,F,Road,5,4,195,2,low,M,4,3.1,1,Medium
1761,A,Road,4,3,152,2,medium,M,18,1.5,1,Light
1762,B,Road,4,5,178,3,low,F,23,1.7,1,Light
1763,C,Road,4,2,190,4,medium,M,61,2.1,1,Medium
1764,F,Road,3,5,286,3,medium,F,12,3.8,1,Medium
1765,D,Road,2,1,167,2,low,M,46,1,1,Light
1766,F,Road,2,2,148,6,medium,F,63,1.3,1,Light
1767,A,Road,4,3,218,4,low,F,50,4,1,Heavy
1768,B,Road,5,2,272,2,medium,F,37,2.2,1,Medium
1769,C,Road,4,3,147,2,high,F,52,1.6,1,Light
1770,F,Road,4,5,263,3,medium,F,32,3.7,1,Medium
1771,D,Road,5,5,189,4,high,F,16,3.6,1,Medium
1772,F,Road,3,3,242,3,low,F,7,3.1,1,Medium
1773,A,Road,5,3,204,2,low,M,40,2.2,1,Medium
1774,B,Road,3,1,229,3,medium,M,2,4,1,Heavy
1775,C,Road,3,5,180,2,low,M,33,1.4,1,Light
1776,F,Road,5,5,190,4,medium,M,12,2.9,1,Medium
1777,D,Flight,6,1,154,5,medium,M,19,1.8,1,Light
1778,F,Flight,4,3,134,3,low,F,21,2,1,Medium
1779,A,Flight,3,3,206,2,medium,M,62,3.6,1,Medium
1780,B,Flight,3,2,169,2,medium,M,61,1.5,1,Light
1781,C,Flight,4,2,237,2,medium,F,6,3,1,Medium
1782,F,Flight,4,4,146,2,low,M,52,1.5,1,Light
1783,D,Flight,5,2,187,3,medium,M,11,2.9,1,Medium
1784,F,Flight,5,4,206,3,low,M,53,2.2,1,Medium
1785,A,Flight,5,3,208,4,medium,M,10,2.4,1,Medium
1786,B,Flight,4,2,149,4,low,M,40,1.1,1,Light
1787,C,Flight,6,2,148,4,low,M,56,1.5,1,Light
1788,F,Flight,4,2,135,2,low,M,54,1,1,Light
1789,D,Flight,4,1,242,3,medium,F,35,3.6,1,Medium
1790,F,Flight,5,2,231,4,medium,M,41,3,1,Medium
1791,A,Flight,6,2,205,5,medium,F,61,2,1,Medium
1792,B,Flight,4,4,137,2,medium,M,37,1.4,1,Light
1793,C,Flight,3,4,202,4,high,M,20,3.7,1,Medium
1794,F,Flight,3,1,163,3,medium,M,59,1,1,Light
1795,D,Flight,2,2,128,2,low,M,17,1.8,1,Light
1796,F,Flight,3,3,165,3,high,M,35,1.5,1,Light
1797,A,Flight,4,1,242,2,low,M,34,4,1,Heavy
1798,B,Flight,5,4,229,2,medium,M,9,3.7,1,Medium
1799,C,Ship,5,1,191,3,low,M,56,3.5,1,Medium
1800,F,Ship,3,5,231,2,medium,M,49,2.3,1,Medium
1801,D,Ship,3,1,183,3,medium,F,51,3.9,1,Medium
1802,F,Ship,3,1,195,3,high,M,5,3.3,1,Medium
1803,A,Ship,3,5,249,2,low,F,26,2,1,Medium
1804,B,Ship,3,4,151,3,low,M,16,1,1,Light
1805,C,Ship,4,1,140,2,low,M,60,2,1,Medium
1806,F,Ship,4,1,151,2,medium,M,6,1.1,1,Light
1807,D,Ship,2,5,109,3,medium,M,12,1.7,1,Light
1808,F,Ship,5,1,180,2,low,M,35,1.2,1,Light
1809,A,Ship,4,1,151,5,high,M,28,1.1,1,Light
1810,B,Ship,2,1,188,3,low,M,62,2.1,1,Medium
1811,C,Ship,4,2,274,2,low,M,11,3,1,Medium
1812,F,Ship,3,5,187,2,medium,F,50,2.6,1,Medium
1813,D,Ship,4,2,185,2,medium,M,4,2.2,1,Medium
1814,F,Ship,3,4,187,2,medium,M,54,3.3,1,Medium
1815,A,Ship,5,4,260,3,low,M,43,2.1,1,Medium
1816,B,Ship,3,3,191,3,low,M,5,2,1,Medium
1817,C,Ship,3,4,203,2,low,F,15,2.3,1,Medium
1818,F,Ship,4,1,144,4,low,F,63,1.9,1,Light
1819,D,Ship,5,2,281,4,high,F,5,3.4,1,Medium
1820,F,Ship,2,3,169,3,medium,M,48,1.3,1,Light
1821,A,Ship,4,3,201,2,medium,F,18,3.5,1,Medium
1822,B,Ship,4,4,226,5,medium,F,12,2.7,1,Medium
1823,C,Ship,6,3,176,5,low,F,7,1.8,1,Light
1824,F,Ship,3,5,228,4,medium,M,57,2.2,1,Medium
1825,D,Ship,4,5,260,3,low,F,14,2.1,1,Medium
1826,F,Ship,4,5,268,3,low,M,17,3.1,1,Medium
1827,A,Ship,4,5,188,3,low,F,6,3.4,1,Medium
1828,B,Ship,4,4,213,3,medium,M,11,2,1,Medium
1829,C,Ship,4,4,259,2,medium,M,44,2.1,1,Medium
1830,F,Ship,3,2,257,2,high,F,46,2.8,1,Medium
1831,D,Ship,4,5,163,3,low,M,38,1.1,1,Light
1832,F,Ship,2,3,211,3,medium,F,12,3.3,1,Medium
1833,A,Ship,3,4,166,2,medium,F,58,1.3,1,Light
1834,B,Ship,3,5,245,4,high,F,26,2.1,1,Medium
1835,C,Ship,5,5,234,2,medium,M,44,2.5,1,Medium
1836,F,Ship,4,2,234,2,high,M,27,3.4,1,Medium
1837,D,Ship,3,1,180,3,low,M,52,1.8,1,Light
1838,F,Ship,4,5,217,4,medium,M,37,2.1,1,Medium
1839,A,Ship,4,1,253,3,low,M,31,3.6,1,Medium
1840,B,Ship,3,2,188,3,medium,M,3,3.8,1,Medium
1841,C,Ship,2,3,274,3,high,F,24,3.8,1,Medium
1842,F,Ship,3,4,136,2,medium,F,54,1.1,1,Light
1843,D,Ship,3,5,143,2,low,M,17,1.4,1,Light
1844,F,Ship,3,1,267,3,low,F,57,3.3,1,Medium
1845,A,Ship,3,4,198,2,medium,F,20,2.3,1,Medium
1846,B,Ship,4,4,201,10,medium,M,17,2.1,1,Medium
1847,C,Ship,3,5,241,10,medium,F,31,2.7,1,Medium
1848,F,Ship,5,1,269,3,medium,F,2,2.1,1,Medium
1849,D,Ship,5,5,123,2,low,F,60,1.7,1,Light
1850,F,Ship,3,2,178,2,low,M,32,1.3,1,Light
1851,A,Ship,3,4,203,3,low,M,18,3.1,1,Medium
1852,B,Ship,3,1,169,10,medium,F,15,1.1,1,Light
1853,C,Ship,3,5,190,10,medium,F,27,2.7,1,Medium
1854,F,Ship,3,3,190,7,medium,F,7,2.4,1,Medium
1855,D,Ship,4,5,238,10,medium,M,38,3.6,1,Medium
1856,F,Ship,5,5,247,10,medium,F,61,2.2,1,Medium
1857,A,Ship,4,1,190,10,low,F,35,3.8,1,Medium
1858,B,Ship,3,5,168,3,low,F,5,1.1,1,Light
1859,C,Ship,2,2,190,3,low,M,51,2.4,1,Medium
1860,F,Ship,2,5,170,8,low,M,14,1.4,1,Light
1861,D,Ship,4,4,226,7,low,M,9,2.2,1,Medium
1862,F,Ship,5,1,256,7,low,F,50,3.8,1,Medium
1863,A,Ship,2,1,104,7,low,M,30,1.9,1,Light
1864,B,Ship,4,1,192,3,medium,F,29,3.3,1,Medium
1865,C,Ship,4,3,213,3,medium,M,57,3.6,1,Medium
1866,F,Ship,4,2,259,2,medium,M,54,2.2,1,Medium
1867,D,Ship,3,4,257,2,high,M,15,4,1,Heavy
1868,F,Ship,4,3,163,3,low,M,52,1.9,1,Light
1869,A,Ship,2,3,211,3,medium,F,55,3.8,1,Medium
1870,B,Ship,3,2,166,2,medium,F,45,1.7,1,Light
1871,C,Ship,3,1,245,4,high,F,47,3.1,1,Medium
1872,F,Ship,5,5,234,2,medium,F,43,3.8,1,Medium
1873,D,Ship,4,4,234,2,high,M,2,2,1,Medium
1874,F,Ship,3,4,180,3,low,F,52,1.7,1,Light
1875,A,Ship,4,5,217,4,medium,F,12,2.2,1,Medium
1876,B,Ship,4,5,253,3,low,F,58,3.1,1,Medium
1877,C,Ship,3,4,188,3,medium,F,49,3.2,1,Medium
1878,F,Ship,2,2,274,3,high,F,60,2.1,1,Medium
1879,D,Ship,3,1,136,2,medium,F,61,1.5,1,Light
1880,F,Ship,3,1,143,2,low,F,63,1.2,1,Light
1881,A,Ship,3,4,267,3,low,F,55,2.9,1,Medium
1882,B,Ship,3,1,198,2,medium,F,49,3.6,1,Medium
1883,C,Ship,4,1,201,10,medium,M,37,3.4,1,Medium
1884,F,Ship,3,5,241,10,medium,M,41,3,1,Medium
1885,D,Ship,5,4,269,3,medium,F,51,3.4,1,Medium
1886,F,Ship,5,3,123,2,low,F,30,1.1,1,Light
1887,A,Ship,3,4,178,2,low,F,35,1.2,1,Light
1888,B,Ship,3,5,203,3,low,F,58,3.2,1,Medium
1889,C,Ship,3,2,169,10,medium,F,4,1.7,1,Light
1890,F,Ship,3,4,190,10,medium,F,38,2,1,Medium
1891,D,Ship,3,4,190,7,medium,F,51,2.4,1,Medium
1892,F,Road,4,5,238,10,medium,F,44,3.9,1,Medium
1893,A,Road,5,1,247,10,medium,F,57,2.4,1,Medium
1894,B,Road,4,3,190,10,low,M,34,3.9,1,Medium
1895,C,Road,3,2,168,3,low,M,15,1.9,1,Light
1896,F,Road,2,1,190,3,low,M,59,2.1,1,Medium
1897,D,Road,2,3,170,8,low,M,61,1.2,1,Light
1898,F,Road,4,1,226,7,low,M,41,3,1,Medium
1899,A,Road,5,2,256,7,low,F,41,2.8,1,Medium
1900,B,Road,2,5,104,7,low,M,12,1.1,1,Light
1901,C,Road,4,4,192,3,medium,M,39,2.9,1,Medium
1902,F,Road,5,2,195,6,low,M,38,1.3,1,Light
1903,D,Road,3,5,271,4,low,M,51,1.1,1,Light
1904,F,Road,2,1,296,5,medium,M,29,1.6,1,Light
1905,A,Road,4,5,277,5,medium,F,32,1.1,1,Light
1906,B,Road,2,4,140,3,low,M,32,1.8,1,Light
1907,C,Road,4,1,148,3,high,F,23,1.8,1,Light
1908,F,Road,4,5,238,2,low,F,1,2.6,1,Medium
1909,D,Road,5,3,220,3,low,M,37,2.3,1,Medium
1910,F,Road,4,4,224,3,low,M,29,3.6,1,Medium
1911,A,Road,4,5,162,3,low,F,31,1.2,1,Light
1912,B,Road,4,2,202,4,low,F,1,3.6,1,Medium
1913,C,Road,3,5,226,3,medium,M,5,3.9,1,Medium
1914,F,Flight,4,3,246,2,low,M,60,2.1,1,Medium
1915,D,Flight,5,2,223,3,low,F,51,3.7,1,Medium
1916,F,Flight,5,2,156,2,medium,M,19,1.3,1,Light
1917,A,Flight,2,5,189,2,low,M,38,3.7,1,Medium
1918,B,Flight,5,4,242,3,high,F,2,3.6,1,Medium
1919,C,Flight,4,5,207,2,medium,F,49,3.7,1,Medium
1920,F,Flight,3,3,161,3,low,F,24,1.9,1,Light
1921,D,Flight,4,5,232,2,low,F,21,3.1,1,Medium
1922,F,Flight,6,4,194,3,low,M,10,2.6,1,Medium
1923,A,Flight,5,5,161,3,medium,F,59,1,1,Light
1924,B,Flight,4,1,269,3,medium,F,23,3.7,1,Medium
1925,C,Flight,3,3,219,2,low,F,41,3.9,1,Medium
1926,F,Flight,5,2,161,2,medium,F,59,1.9,1,Light
1927,D,Flight,3,1,264,4,low,M,33,3.6,1,Medium
1928,F,Flight,5,2,151,3,medium,M,20,1.4,1,Light
1929,A,Flight,5,5,177,2,high,F,31,2,1,Medium
1930,B,Flight,2,5,193,5,medium,F,13,2.9,1,Medium
1931,C,Flight,4,4,212,4,medium,M,16,2.5,1,Medium
1932,F,Flight,4,1,210,2,medium,F,7,3.4,1,Medium
1933,D,Flight,4,2,164,2,medium,F,43,2,1,Medium
1934,F,Flight,4,2,219,3,low,M,2,3.4,1,Medium
1935,A,Flight,4,4,216,4,medium,M,27,3.7,1,Medium
1936,B,Ship,5,2,174,2,medium,M,54,1.1,1,Light
1937,C,Ship,3,5,199,2,low,M,46,2.7,1,Medium
1938,F,Ship,3,4,181,3,low,M,45,2.5,1,Medium
1939,D,Ship,3,2,220,3,low,M,22,2.8,1,Medium
1940,F,Ship,3,1,215,2,low,F,47,3.7,1,Medium
1941,A,Ship,4,5,248,4,high,F,56,2.8,1,Medium
1942,B,Ship,3,2,183,4,low,M,49,2.4,1,Medium
1943,C,Ship,4,2,194,4,medium,F,26,3.8,1,Medium
1944,F,Ship,4,4,224,2,high,F,31,2.1,1,Medium
1945,D,Ship,4,4,184,3,low,F,52,3.1,1,Medium
1946,F,Ship,4,1,160,2,low,M,28,1.3,1,Light
1947,A,Ship,5,1,182,3,low,M,8,3.6,1,Medium
1948,B,Ship,3,2,116,2,low,F,22,1.4,1,Light
1949,C,Ship,4,4,170,4,low,M,39,1.9,1,Light
1950,F,Ship,5,1,201,2,medium,F,54,2.2,1,Medium
1951,D,Ship,4,3,148,2,low,M,29,1.8,1,Light
1952,F,Ship,5,1,165,3,low,F,27,1.9,1,Light
1953,A,Ship,3,5,135,3,low,M,20,1.8,1,Light
1954,B,Ship,4,4,263,2,medium,F,41,4,1,Heavy
1955,C,Ship,5,4,228,3,medium,M,20,3.4,1,Medium
1956,F,Ship,6,5,275,5,medium,M,51,3.6,1,Medium
1957,D,Ship,4,1,224,3,low,M,27,3.4,1,Medium
1958,F,Ship,3,1,202,3,low,F,1,3.7,1,Medium
1959,A,Ship,4,2,163,3,low,F,11,1.9,1,Light
1960,B,Ship,4,5,268,3,low,F,64,2.4,1,Medium
1961,C,Ship,3,3,207,3,low,F,62,3.3,1,Medium
1962,F,Ship,2,3,117,2,medium,M,36,1.2,1,Light
1963,D,Ship,2,1,165,4,low,F,57,1.9,1,Light
1964,F,Ship,3,3,181,2,high,M,65,3.2,1,Medium
1965,A,Ship,6,5,212,4,medium,F,13,3.7,1,Medium
1966,B,Ship,3,4,226,3,medium,F,26,2.3,1,Medium
1967,C,Ship,4,1,195,3,low,M,43,2.8,1,Medium
1968,F,Ship,4,5,263,2,medium,M,13,2.8,1,Medium
1969,D,Ship,4,4,136,2,medium,F,16,1.1,1,Light
1970,F,Ship,3,5,163,2,low,F,49,1,1,Light
1971,A,Ship,5,2,144,3,low,M,49,1.2,1,Light
1972,B,Ship,4,4,240,3,low,F,62,3.5,1,Medium
1973,C,Ship,4,5,243,2,low,M,19,2.8,1,Medium
1974,F,Ship,5,1,201,3,medium,M,19,2.7,1,Medium
1975,D,Ship,5,3,242,3,low,M,58,3.4,1,Medium
1976,F,Ship,3,1,187,2,high,M,56,3.8,1,Medium
1977,A,Ship,4,3,162,3,low,M,53,1.2,1,Light
1978,B,Ship,3,3,147,3,low,M,16,1.6,1,Light
1979,C,Ship,3,4,268,2,high,F,39,2.8,1,Medium
1980,F,Ship,4,3,237,3,low,M,57,4,1,Heavy
1981,D,Ship,3,2,157,2,low,M,29,1.1,1,Light
1982,F,Ship,4,2,176,3,medium,F,12,1.8,1,Light
1983,A,Ship,4,5,134,4,low,M,36,1.2,1,Light
1984,B,Ship,3,4,234,2,medium,M,52,3.5,1,Medium
1985,C,Ship,3,3,154,2,low,F,57,1.1,1,Light
1986,F,Ship,2,1,209,5,low,F,64,2,1,Medium
1987,D,Ship,5,4,138,2,medium,M,38,1.8,1,Light
1988,F,Ship,2,3,151,3,medium,M,22,1,1,Light
1989,A,Ship,4,4,252,6,medium,M,44,2.7,1,Medium
1990,B,Ship,3,1,155,2,medium,F,6,1.5,1,Light
1991,C,Ship,3,3,139,4,high,M,17,1.1,1,Light
1992,F,Ship,4,5,258,3,medium,F,37,2.3,1,Medium
1993,D,Ship,4,2,172,3,low,M,1,1.2,1,Light
1994,F,Ship,4,3,239,3,low,F,28,2.7,1,Medium
1995,A,Ship,3,1,165,3,low,F,1,1.4,1,Light
1996,B,Ship,4,5,177,2,low,M,47,1.5,1,Light
1997,C,Ship,5,1,187,2,low,F,17,3.5,1,Medium
1998,F,Ship,6,2,172,2,low,M,41,1,1,Light
1999,D,Ship,4,4,168,3,low,F,35,1.4,1,Light
2000,F,Ship,3,4,249,3,low,M,31,3.5,1,Medium
2001,A,Ship,4,3,135,3,medium,F,11,1.3,1,Light
2002,B,Ship,4,3,134,3,medium,M,13,2,1,Medium
2003,C,Ship,3,1,269,2,low,F,35,3.5,1,Medium
2004,F,Ship,6,5,210,5,high,M,37,3.2,1,Medium
2005,D,Ship,5,4,285,6,high,M,63,3.2,1,Medium
2006,F,Ship,4,2,244,2,medium,M,15,2.9,1,Medium
2007,A,Ship,3,2,209,2,low,F,24,2.7,1,Medium
2008,B,Ship,4,3,154,3,medium,M,52,1.4,1,Light
2009,C,Ship,3,2,134,3,medium,F,54,1.9,1,Light
2010,F,Ship,3,5,168,4,medium,M,23,1.3,1,Light
2011,D,Ship,4,5,264,3,medium,M,57,3.8,1,Medium
2012,F,Ship,4,2,276,6,high,F,36,2.8,1,Medium
2013,A,Ship,3,4,195,3,medium,M,23,3.5,1,Medium
2014,B,Ship,5,3,174,5,medium,M,47,1.9,1,Light
2015,C,Ship,3,4,241,3,low,F,50,3.1,1,Medium
2016,F,Ship,5,5,166,3,medium,F,20,1.3,1,Light
2017,D,Ship,3,2,190,3,low,M,37,3.3,1,Medium
2018,F,Ship,3,1,231,2,low,F,12,2.1,1,Medium
2019,A,Ship,5,4,206,4,low,F,3,3.8,1,Medium
2020,B,Ship,4,4,212,3,medium,M,50,2.1,1,Medium
2021,C,Ship,3,5,212,3,low,F,2,2.5,1,Medium
2022,F,Ship,4,5,246,6,low,M,64,2.3,1,Medium
2023,D,Ship,4,4,264,2,medium,F,12,2.2,1,Medium
2024,F,Ship,3,4,208,2,low,F,37,2.5,1,Medium
2025,A,Ship,3,4,210,3,low,F,7,2.9,1,Medium
2026,B,Ship,3,2,183,3,low,F,44,2.9,1,Medium
2027,C,Ship,4,2,265,3,low,F,41,3.5,1,Medium
2028,F,Ship,3,5,187,3,low,M,20,2.4,1,Medium
2029,D,Road,2,4,183,3,low,F,12,3.1,1,Medium
2030,F,Road,3,3,176,2,low,F,58,1.7,1,Light
2031,A,Road,4,5,266,3,medium,M,5,3.7,1,Medium
2032,B,Road,3,2,143,4,medium,F,22,1.2,1,Light
2033,C,Road,3,4,195,2,medium,F,32,3.7,1,Medium
2034,F,Road,3,2,264,4,high,F,32,2.8,1,Medium
2035,D,Road,3,5,243,2,medium,M,42,3.4,1,Medium
2036,F,Road,5,2,142,2,low,F,55,1.8,1,Light
2037,A,Road,4,2,172,2,low,M,23,1,1,Light
2038,B,Road,4,1,280,3,medium,M,2,3.4,1,Medium
2039,C,Road,3,2,254,2,low,M,37,2.5,1,Medium
2040,F,Road,5,2,202,3,medium,M,34,3.9,1,Medium
2041,D,Road,5,3,110,5,low,M,21,1,1,Light
2042,F,Road,4,4,162,2,medium,M,30,1.2,1,Light
2043,A,Road,3,3,183,3,medium,M,21,2.6,1,Medium
2044,B,Road,4,2,260,2,low,F,31,2.8,1,Medium
2045,C,Road,3,5,109,5,low,M,27,1.6,1,Light
2046,F,Road,3,3,273,4,low,M,12,2.2,1,Medium
2047,D,Road,5,2,262,6,medium,M,10,3.2,1,Medium
2048,F,Road,2,4,239,5,low,F,59,2.2,1,Medium
2049,A,Road,3,2,185,2,high,F,49,3.9,1,Medium
2050,B,Road,4,4,248,3,medium,M,59,2.9,1,Medium
2051,C,Flight,5,4,180,2,low,M,52,1.1,1,Light
2052,F,Flight,4,5,221,3,low,F,43,3.6,1,Medium
2053,D,Flight,3,5,162,2,low,M,28,1.9,1,Light
2054,F,Flight,2,5,162,4,medium,M,49,1.7,1,Light
2055,A,Flight,3,1,145,2,low,M,28,1.3,1,Light
2056,B,Flight,5,3,228,3,medium,F,38,3.6,1,Medium
2057,C,Flight,3,4,196,3,low,M,47,2.4,1,Medium
2058,F,Flight,3,4,254,2,high,M,56,3.3,1,Medium
2059,D,Flight,5,2,215,2,medium,M,46,3.9,1,Medium
2060,F,Flight,5,2,265,3,medium,F,33,2.7,1,Medium
2061,A,Flight,3,2,173,3,high,M,60,1.6,1,Light
2062,B,Flight,4,2,233,7,medium,M,64,3.1,1,Medium
2063,C,Flight,4,3,213,2,low,M,27,2,1,Medium
2064,F,Flight,4,1,124,2,medium,M,22,1.7,1,Light
2065,D,Flight,3,4,156,4,medium,F,7,1.5,1,Light
2066,F,Flight,3,1,265,3,medium,M,11,2.2,1,Medium
2067,A,Flight,3,1,139,3,high,F,6,1.3,1,Light
2068,B,Flight,2,4,225,10,high,M,46,2.7,1,Medium
2069,C,Flight,5,4,178,7,medium,F,36,1.2,1,Light
2070,F,Flight,3,4,190,10,medium,F,32,2.1,1,Medium
2071,D,Flight,3,4,272,10,medium,M,63,2.5,1,Medium
2072,F,Flight,3,1,153,2,medium,F,51,1.8,1,Light
2073,A,Ship,3,1,235,10,low,M,7,3,1,Medium
2074,B,Ship,5,1,214,3,low,M,33,2.6,1,Medium
2075,C,Ship,3,4,175,2,low,F,2,1.1,1,Light
2076,F,Ship,3,1,176,3,low,F,63,1.4,1,Light
2077,D,Ship,3,4,172,10,high,F,23,1.9,1,Light
2078,F,Ship,5,2,195,6,low,M,35,1.9,1,Light
2079,A,Ship,3,5,271,4,low,F,10,1.7,1,Light
2080,B,Ship,5,4,228,3,medium,M,42,3.1,1,Medium
2081,C,Ship,3,4,196,3,low,F,52,2.1,1,Medium
2082,F,Ship,3,1,254,2,high,F,60,3.6,1,Medium
2083,D,Ship,5,4,215,2,medium,M,34,2.7,1,Medium
2084,F,Ship,5,5,265,3,medium,M,46,4,1,Heavy
2085,A,Ship,3,2,173,3,high,M,40,1.7,1,Light
2086,B,Ship,4,2,233,7,medium,M,56,3.9,1,Medium
2087,C,Ship,4,4,213,2,low,F,27,2.9,1,Medium
